,id,alias,name,image_url,is_claimed,is_closed,url,phone,display_phone,review_count,categories__alias,categories__title,rating,location__address1,location__city,location__zip_code,location__country,location__state,location__cross_streets,coordinates__latitude,coordinates__longitude,photos__001,photos__002,photos__003,price,hours__open__is_overnight,hours__open__start,hours__open__end,hours__open__day,hours__hours_type,hours__is_open_now
1936,H87m0azdhuw5uo6Y166uUg,loi-estiatorio-new-york,Loi Estiatorio,https://s3-media1.fl.yelpcdn.com/bphoto/34KP-goGNESjywTxx0UAtw/o.jpg,True,False,https://www.yelp.com/biz/loi-estiatorio-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12127130015.0,(212) 713-0015,276.0,greek,Greek,4.5,132 W 58th St,New York,10019.0,US,NY,7th Ave & Avenue Of The Americas,40.765384999999995,-73.978002,https://s3-media1.fl.yelpcdn.com/bphoto/34KP-goGNESjywTxx0UAtw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/c5L2_BwOHGmNpvQcWyL7yQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/_IkbdruHkOpBBA8Oy5Ub1Q/o.jpg,$$$,False,1200.0,2200.0,0.0,REGULAR,True
1942,aJqjC4uAo6vhOpsVNCiMDA,samba-kitchen-new-york-5,Samba Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/iDhhiOuovy7R8uAdnBgDiA/o.jpg,True,False,https://www.yelp.com/biz/samba-kitchen-new-york-5?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12122560170.0,(212) 256-0170,327.0,brazilian,Brazilian,4.5,661 9th Ave,New York,10036.0,US,NY,45th St & 46th St,40.76095,-73.99115,https://s3-media3.fl.yelpcdn.com/bphoto/iDhhiOuovy7R8uAdnBgDiA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/5dABIqfPuUjrUBdc9Meq0g/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/uq3xwhxfyWQS6abY8I1UdA/o.jpg,$$,False,1200.0,0.0,0.0,REGULAR,True
1949,ZZxYVgodx2TxbYwh-0YU1w,taqueria-tlaxcalli-bronx,Taqueria Tlaxcalli,https://s3-media4.fl.yelpcdn.com/bphoto/1476zqgP1ilbTjPrf3isRw/o.jpg,True,False,https://www.yelp.com/biz/taqueria-tlaxcalli-bronx?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,13478513085.0,(347) 851-3085,503.0,mexican,Mexican,4.5,2103 Starling Ave,Bronx,10462.0,US,NY,,40.836220000000004,-73.85488000000001,https://s3-media4.fl.yelpcdn.com/bphoto/1476zqgP1ilbTjPrf3isRw/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/8hMHjMJl-Cufb61O1ZMJJw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/ILAdHZxPyHBht2Yw1669eQ/o.jpg,$,False,1000.0,0.0,0.0,REGULAR,True
1956,iBm8YTqNwrddsxWdqLPK-A,caracas-arepa-bar-new-york,Caracas Arepa Bar,https://s3-media2.fl.yelpcdn.com/bphoto/q32mPKv-WrIiavzLeD4SJg/o.jpg,True,False,https://www.yelp.com/biz/caracas-arepa-bar-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12122285062.0,(212) 228-5062,2482.0,venezuelan,Venezuelan,4.0,91 E 7th St,New York,10009.0,US,NY,Avenue A & 1st Ave,40.726965500000006,-73.9854223,https://s3-media2.fl.yelpcdn.com/bphoto/q32mPKv-WrIiavzLeD4SJg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/tiYzFORvGgiMj3eVpQWGzg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/9HKydiGdmVFcmcMWx1AjXg/o.jpg,$$,False,1200.0,2300.0,0.0,REGULAR,True
1963,JdXqygDw4yXQcy5lw9VI4A,oasis-brooklyn-3,Oasis,https://s3-media2.fl.yelpcdn.com/bphoto/Ik3akYCvCO_12vyCXx_Xug/o.jpg,True,False,https://www.yelp.com/biz/oasis-brooklyn-3?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,17182187607.0,(718) 218-7607,584.0,mideastern,Middle Eastern,4.0,161 N 7th St,Brooklyn,11211.0,US,NY,Bedford Ave & Berry St,40.7177548450764,-73.9573632606763,https://s3-media2.fl.yelpcdn.com/bphoto/Ik3akYCvCO_12vyCXx_Xug/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/g1Zt-RRoOS-KmHeTRFtckQ/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/mlfyK4kMhlMSDrVmvaoWXg/o.jpg,$,True,1100.0,300.0,0.0,REGULAR,True
1970,uc5qQMzs96rzjK27epDCug,joes-pizza-new-york-4,Joe's Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/FhbFkrh_3TrAOZvoWTyOJA/o.jpg,True,False,https://www.yelp.com/biz/joes-pizza-new-york-4?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12123661182.0,(212) 366-1182,2087.0,pizza,Pizza,4.0,7 Carmine St,New York,10014.0,US,NY,Avenue Of The Americas & Minetta Ln,40.730559899999996,-74.00212990000001,https://s3-media2.fl.yelpcdn.com/bphoto/FhbFkrh_3TrAOZvoWTyOJA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/S5uCJ9B5aHYvIrrqJ8927A/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/ecO8zrfNAaZIKpWhp3LFuA/o.jpg,$,True,1000.0,400.0,0.0,REGULAR,True
1977,bgxUUa_oI67p-eb2-oAKDA,café-medi-new-york,CAFÉ MEDI,https://s3-media1.fl.yelpcdn.com/bphoto/dPhYwpOmwUIIWXVSBSqu7w/o.jpg,True,False,https://www.yelp.com/biz/caf%C3%A9-medi-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12127968040.0,(212) 796-8040,189.0,mediterranean,Mediterranean,4.0,107 Rivington St,New York,10002.0,US,NY,Essex St & Ludlow St,40.7199,-73.98803000000001,https://s3-media1.fl.yelpcdn.com/bphoto/dPhYwpOmwUIIWXVSBSqu7w/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/1hGHAKc2DsRCY2K4FYKjTg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/STki46NQnXp7seYC2Z1JGg/o.jpg,$$,False,700.0,1600.0,1.0,REGULAR,True
1989,oLcO1966IMx-Juv69hn6Cw,copacabana-astoria,Copacabana,https://s3-media3.fl.yelpcdn.com/bphoto/k_r1i4cgyLvRfi_bWcgVTg/o.jpg,True,False,https://www.yelp.com/biz/copacabana-astoria?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,17185453685.0,(718) 545-3685,211.0,brazilian,Brazilian,4.0,31-13 36th Ave,Astoria,11106.0,US,NY,,40.7565371,-73.9293383,https://s3-media3.fl.yelpcdn.com/bphoto/k_r1i4cgyLvRfi_bWcgVTg/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/U8B4m-58FUEXivbG_XNlWA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/uRkAdspJZgPpjlcrzWfC-w/o.jpg,$,False,1100.0,2200.0,0.0,REGULAR,True
1996,JaFHhBaCNRJYaGW9zeFQCQ,beard-papas-new-york,Beard Papa's,https://s3-media4.fl.yelpcdn.com/bphoto/UmVFgTywBRw_NRyd5T2JlQ/o.jpg,True,False,https://www.yelp.com/biz/beard-papas-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12127993770.0,(212) 799-3770,784.0,bakeries,Bakeries,4.5,2167 Broadway,New York,10024.0,US,NY,77th St & 76th St,40.7822263,-73.9811905,https://s3-media4.fl.yelpcdn.com/bphoto/UmVFgTywBRw_NRyd5T2JlQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/9T48kEJoSKvaLSuQwNjQog/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/S-0DYkYIh3MB0Iy1AHWAAQ/o.jpg,$,False,1000.0,2100.0,0.0,REGULAR,True
2003,GpWXEpVyehmKP2WQsD_Y8g,otb-brooklyn,OTB,https://s3-media4.fl.yelpcdn.com/bphoto/p5651ayiu65nOqofRkieQQ/o.jpg,True,False,https://www.yelp.com/biz/otb-brooklyn?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,,,107.0,newamerican,American (New),4.5,"141 Broadway, Williamsburg",Brooklyn,11211.0,US,NY,Driggs Ave & 6th St,40.71054,-73.96339,https://s3-media4.fl.yelpcdn.com/bphoto/p5651ayiu65nOqofRkieQQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/z2yB0XOqjvXplBNQx1mFMw/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/esRbRI-qCkg3QDcEULpVLw/o.jpg,$$,True,1700.0,200.0,0.0,REGULAR,False
2010,OcoixnwcHRTw0QEd6aV2Kg,trader-joes-new-york-16,Trader Joe's,https://s3-media2.fl.yelpcdn.com/bphoto/jOrMUIPUyvTNngPmQlD1VQ/o.jpg,False,False,https://www.yelp.com/biz/trader-joes-new-york-16?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12124778340.0,(212) 477-8340,9.0,grocery,Grocery,5.0,400 Grand St,New York,10002.0,US,NY,Clinton St & Suffolk St,40.716234057116296,-73.9867366234934,https://s3-media2.fl.yelpcdn.com/bphoto/jOrMUIPUyvTNngPmQlD1VQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/OGWdwo4OZUxZZmz82oyKig/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/fI9s_jjj3Oe2wrTOe-Tksw/o.jpg,,False,800.0,2200.0,0.0,REGULAR,True
2017,vWoT1h8E2eWvIdJqpuxfdg,tofu-tofu-new-york-5, Tofu Tofu,https://s3-media1.fl.yelpcdn.com/bphoto/ratkcn43qXueDQ5pvqXKwQ/o.jpg,True,False,https://www.yelp.com/biz/tofu-tofu-new-york-5?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12127962597.0,(212) 796-2597,215.0,korean,Korean,4.5,96 Bowery,New York,10013.0,US,NY,Hester St & Grand St,40.7176299520983,-73.9954301342368,https://s3-media1.fl.yelpcdn.com/bphoto/ratkcn43qXueDQ5pvqXKwQ/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/aM9QzAuHRXpmgOKhGZGVcA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/NZAGzAwrdgO13-huf3R2Tg/o.jpg,$$,False,1030.0,2230.0,0.0,REGULAR,True
2024,VnjcxOUuZAeJMiDIU-7hUQ,churrascaria-plataforma-new-york-3,Churrascaria Plataforma,https://s3-media4.fl.yelpcdn.com/bphoto/lOLa7C2K-bf8rmeXQh2SAA/o.jpg,True,False,https://www.yelp.com/biz/churrascaria-plataforma-new-york-3?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12122450505.0,(212) 245-0505,1242.0,brazilian,Brazilian,4.0,316 W 49th St,New York,10019.0,US,NY,9th Ave & 8th Ave,40.76202,-73.98765,https://s3-media4.fl.yelpcdn.com/bphoto/lOLa7C2K-bf8rmeXQh2SAA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/b8B45x4HeKqvdvzBJEXg9A/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/E8IvBl6-K70Mvy-4vWRikQ/o.jpg,$$$$,False,1200.0,1530.0,0.0,REGULAR,False
2038,b5x-Fw7I7Y88TdFIzvbsnw,supermoon-bakehouse-new-york,Supermoon Bakehouse,https://s3-media1.fl.yelpcdn.com/bphoto/kk13w2pV3l-XvgsuFNHgGQ/o.jpg,True,False,https://www.yelp.com/biz/supermoon-bakehouse-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,,,426.0,bakeries,Bakeries,4.0,120 Rivington St,New York,10002.0,US,NY,Norfolk St & Essex St,40.71991,-73.9872,https://s3-media1.fl.yelpcdn.com/bphoto/kk13w2pV3l-XvgsuFNHgGQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/w7p6HAqcqvhShcc69D0Yow/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/WUoyBLq0H-AnKYH6E9SnBQ/o.jpg,$$,False,800.0,2300.0,0.0,REGULAR,True
2045,U9BX6bMvXHk8umBYnS3Dog,dos-toros-taqueria-new-york,Dos Toros Taqueria,https://s3-media1.fl.yelpcdn.com/bphoto/uyH20JlQ20mDWuy7Y-2r8Q/o.jpg,True,False,https://www.yelp.com/biz/dos-toros-taqueria-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12126777300.0,(212) 677-7300,1286.0,mexican,Mexican,4.0,137 4th Ave,New York,10003.0,US,NY,12th St & 14th St,40.7336815475083,-73.9897049423153,https://s3-media1.fl.yelpcdn.com/bphoto/uyH20JlQ20mDWuy7Y-2r8Q/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/bHtmFKGGHMcxBqyll2aX1g/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/_9E4KWqsB18NB_OBowwhWA/o.jpg,$,False,1130.0,2230.0,0.0,REGULAR,True
2052,-xeLK9VppWFh6AtP26Hxpg,los-papis-brooklyn,Los Papi's,https://s3-media1.fl.yelpcdn.com/bphoto/S8suzTo5Lz9OA-pu81gSxw/o.jpg,False,False,https://www.yelp.com/biz/los-papis-brooklyn?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,17185966965.0,(718) 596-6965,68.0,latin,Latin American,4.0,77 Bridge St,Brooklyn,11201.0,US,NY,Front St & York St,40.7021,-73.98444,https://s3-media1.fl.yelpcdn.com/bphoto/S8suzTo5Lz9OA-pu81gSxw/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/U8GVHFewQYF-Rt4Y-tNHuA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/5wlzV_SLwIfAOYmfuW5EtQ/o.jpg,$,False,500.0,1700.0,0.0,REGULAR,True
2058,ep0-kdNh6o0F6rEKZBzmNw,moms-momo-new-york,Mom's Momo,https://s3-media2.fl.yelpcdn.com/bphoto/VmO6YHYfnNjSwynQ6p9rqw/o.jpg,True,False,https://www.yelp.com/biz/moms-momo-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,19142556336.0,(914) 255-6336,10.0,foodtrucks,Food Trucks,5.0,138 E 14th St,New York,10003.0,US,NY,4th Ave & Irving Pl,40.7338884394303,-73.9880270674259,https://s3-media2.fl.yelpcdn.com/bphoto/VmO6YHYfnNjSwynQ6p9rqw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/Jb6W7I8omczm7sxQlBkqTw/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/rMzNMwAWEu4AwTn7JSaTEg/o.jpg,,False,1030.0,2200.0,0.0,REGULAR,True
2065,cRsIsiuoV11zX8oLY8brhQ,dumboluv-brooklyn-3,dumboLUV,https://s3-media2.fl.yelpcdn.com/bphoto/UblRlizLu2F3eExNuXwR-Q/o.jpg,True,False,https://www.yelp.com/biz/dumboluv-brooklyn-3?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,18044105393.0,(804) 410-5393,6.0,newamerican,American (New),5.0,"54 Jay St, Olympia Wine Bar",Brooklyn,11201.0,US,NY,Water St & Plymouth St,40.7032593,-73.98665009999999,https://s3-media2.fl.yelpcdn.com/bphoto/UblRlizLu2F3eExNuXwR-Q/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/iN17geeIHSh3tdvRrXojig/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/KtKLn5YOGq4WtusHJcA0OA/o.jpg,,False,1600.0,2300.0,5.0,REGULAR,False
2067,0gPXct_l_82phIEoKdtWZw,ryujin-brooklyn-8,RYUJIN,https://s3-media3.fl.yelpcdn.com/bphoto/iH-YHWaUTGwztDC6P9RViw/o.jpg,True,False,https://www.yelp.com/biz/ryujin-brooklyn-8?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,17187099888.0,(718) 709-9888,167.0,ramen,Ramen,4.0,513 Grand St,Brooklyn,11211.0,US,NY,Union Ave & Lorimer St,40.711178187852,-73.9506256676857,https://s3-media3.fl.yelpcdn.com/bphoto/iH-YHWaUTGwztDC6P9RViw/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/e6VN-nXzwcWY8MUTXuolVQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/TKRGx6TqxFGEGgyWMU27ww/o.jpg,$$,False,1200.0,1630.0,0.0,REGULAR,True
2081,blXVGUTB-4epYW9KFsQJ_g,the-greek-kitchen-new-york,The Greek Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/5YplzfzGQSmbDyNpvPntxQ/o.jpg,True,False,https://www.yelp.com/biz/the-greek-kitchen-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12125814300.0,(212) 581-4300,432.0,greek,Greek,4.0,889 10th Ave,New York,10019.0,US,NY,57th St & 58th St,40.7697614,-73.9881055,https://s3-media3.fl.yelpcdn.com/bphoto/5YplzfzGQSmbDyNpvPntxQ/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/rDV312pB6Oh-09Ve8vZXdA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/CSYHmt8wIqNzCqUYgNMiKw/o.jpg,$$,False,1100.0,2200.0,0.0,REGULAR,True
2088,McU7XI3HoWFELTDaGc1SEw,ginger-and-lemongrass-new-york-2,Ginger and Lemongrass,https://s3-media3.fl.yelpcdn.com/bphoto/ajS0RrPOvzaDHdyGr4qTiQ/o.jpg,True,False,https://www.yelp.com/biz/ginger-and-lemongrass-new-york-2?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,16468761237.0,(646) 876-1237,204.0,vietnamese,Vietnamese,4.5,153 Rivington St,New York,10002.0,US,NY,Clinton St & Suffolk St,40.719120000000004,-73.98567,https://s3-media3.fl.yelpcdn.com/bphoto/ajS0RrPOvzaDHdyGr4qTiQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/1AHolc7xTXPmrUu68r6Mqg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/kXQ5Yfma8zjovVm83vfxqg/o.jpg,$$,False,1100.0,2300.0,0.0,REGULAR,True
2095,kwMkNIhhIexQk-nmloJlnw,angel-of-harlem-new-york,Angel of Harlem,https://s3-media4.fl.yelpcdn.com/bphoto/xXaLWZ9LX6hjBhXyt-A78Q/o.jpg,True,False,https://www.yelp.com/biz/angel-of-harlem-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12123160350.0,(212) 316-0350,349.0,caribbean,Caribbean,3.5,2272 Frederick Douglass Blvd,New York,10027.0,US,NY,,40.807978000000006,-73.952365,https://s3-media4.fl.yelpcdn.com/bphoto/xXaLWZ9LX6hjBhXyt-A78Q/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/63LeOc7gf0mJL7YXYTp26A/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/8ZHaHF7XiIN64SooN7YFxw/o.jpg,$$,True,1700.0,100.0,2.0,REGULAR,False
2100,mhrLDFTxUzW2koRAzjlt5g,chavelas-brooklyn-2,Chavela's,https://s3-media3.fl.yelpcdn.com/bphoto/Vk6r692jSOlKgViZJWKs2A/o.jpg,True,False,https://www.yelp.com/biz/chavelas-brooklyn-2?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,17186223100.0,(718) 622-3100,933.0,mexican,Mexican,4.0,736 Franklin Ave,Brooklyn,11238.0,US,NY,Sterling Pl & Park Pl,40.673484,-73.957267,https://s3-media3.fl.yelpcdn.com/bphoto/Vk6r692jSOlKgViZJWKs2A/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/_-EP4uyrWpEOB73R_FKOpQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/71ihuUpaW6S44GvT9u1PMA/o.jpg,$$,False,1100.0,2300.0,0.0,REGULAR,True
2107,nyxmTe-It-tzfagvjkge1g,burrow-brooklyn,Burrow,https://s3-media3.fl.yelpcdn.com/bphoto/VUX7T_MehFh8O6fzdOuXMg/o.jpg,True,False,https://www.yelp.com/biz/burrow-brooklyn?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,,,58.0,desserts,Desserts,4.5,"68 Jay St, Ste 119",Brooklyn,11201.0,US,NY,Water St & Front St,40.7027217,-73.9868878,https://s3-media3.fl.yelpcdn.com/bphoto/VUX7T_MehFh8O6fzdOuXMg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/ogyyqKxq2zDp5lwkIrIy7A/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/KlpigSz6KzuC3VQRn5rKOA/o.jpg,$,False,900.0,1600.0,0.0,REGULAR,True
2112,sCHiXF4mZcsiY8_cBHNiqw,indikitch-new-york,indikitch,https://s3-media4.fl.yelpcdn.com/bphoto/svQ0L4AgNphpVjixHrzJsw/o.jpg,True,False,https://www.yelp.com/biz/indikitch-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,16465907152.0,(646) 590-7152,646.0,indpak,Indian,4.0,25 W 23rd St,New York,10010.0,US,NY,Avenue Of The Americas & Madison Ave,40.742214202880895,-73.9904403686523,https://s3-media4.fl.yelpcdn.com/bphoto/svQ0L4AgNphpVjixHrzJsw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/VsuhiV_e4dZ0DJc0wQ9m9Q/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/harqweX76rKXuoppGFnfew/o.jpg,$$,False,1030.0,2200.0,0.0,REGULAR,True
2119,8ig0yf0003DAp4YOGTlbVg,spicy-village-new-york,Spicy Village,https://s3-media4.fl.yelpcdn.com/bphoto/0KsAmaeueL2RtzV3NKjYWg/o.jpg,True,False,https://www.yelp.com/biz/spicy-village-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12126258299.0,(212) 625-8299,544.0,chinese,Chinese,4.0,"68 Forsyth St, Ste B",New York,10002.0,US,NY,Canal St & Hester St,40.71695,-73.99327,https://s3-media4.fl.yelpcdn.com/bphoto/0KsAmaeueL2RtzV3NKjYWg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/9UjMTngBPvryWrjS3T2gzQ/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/EjvhUbB6cLtCPy3mvmZKHg/o.jpg,$,False,1000.0,2300.0,0.0,REGULAR,True
2125,ci457I10hOtr9PpEQ5wpZw,matsunichi-new-york-3,Matsunichi,https://s3-media3.fl.yelpcdn.com/bphoto/JnM_kajn3A_VYiNMNl3gWg/o.jpg,True,False,https://www.yelp.com/biz/matsunichi-new-york-3?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,16469520285.0,(646) 952-0285,61.0,japanese,Japanese,4.0,"14-18 Elizabeth St, 32-33",New York,10013.0,US,NY,,40.715919899999996,-73.9972499,https://s3-media3.fl.yelpcdn.com/bphoto/JnM_kajn3A_VYiNMNl3gWg/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/P85WHMotxo3GSQHh7wdZng/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/EATw6xg1WSTZRI3w903Dqg/o.jpg,$$,False,1130.0,1500.0,0.0,REGULAR,False
2137,DRUvC_16De3L-uyPwJTZPA,nargis-bar-and-grill-brooklyn,Nargis Bar & Grill,https://s3-media3.fl.yelpcdn.com/bphoto/-Omq-cR8flSiZyTHNxrOfg/o.jpg,True,False,https://www.yelp.com/biz/nargis-bar-and-grill-brooklyn?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,17186407000.0,(718) 640-7000,133.0,uzbek,Uzbek,4.5,155 5th Ave,Brooklyn,11217.0,US,NY,Douglass St & Degraw St,40.677857,-73.97914300000001,https://s3-media3.fl.yelpcdn.com/bphoto/-Omq-cR8flSiZyTHNxrOfg/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/b0YdfNeMOFH89MWgrvGRvw/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/1IYmxYEWfGfLBIf0PTx7Aw/o.jpg,$$,False,1700.0,2300.0,0.0,REGULAR,False
