"results__formatted_address","results__geometry__location__lat","results__geometry__location__lng","results__geometry__viewport__|","results__geometry__viewport__|__lat","results__geometry__viewport__|__lng","results__icon","results__id","results__name","results__opening_hours__open_now","results__photos__height","results__photos__html_attributions__-","results__photos__photo_reference","results__photos__width","results__place_id","results__plus_code__compound_code","results__plus_code__global_code","results__price_level","results__rating","results__reference","results__types__001","results__types__002","results__types__003","results__types__004","status"
"Hudson St, New York, NY 10013, USA","40.7298199","-74.00639529999999","northeast","40.73119302989272","-74.00529897010728","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","1a866ece0876016d46376a71418638b526d85436","James J Walker Park","True","949","<a href=""https://maps.google.com/maps/contrib/103194710369088197923/photos"">Leslie Case</a>","CmRaAAAAS5a4mo9CfKfJc0F-MkD0W-qa0xe1Yb_Bt10ugZrpntGOpSYPh8_HbBc9Jt_QlXUwJb_hSVfd6Lvfs4vPAS4dTkJT-V11o9tGArkM7Mp_Uuv4XYEqyiabjlfNBqq9xR4iEhBuwZnIjl5tRX4IjtAylAhHGhQrB1yOZuN9IekmqMbOPMXrZqbrwQ","1265","ChIJz1YttJJZwokRZtZyCKbuzMU","PXHV+WC New York","87G7PXHV+WC","","4.2","ChIJz1YttJJZwokRZtZyCKbuzMU","park","point_of_interest","establishment","",""
"","","","southwest","40.72849337010728","-74.00799862989273","","","","","","","","","","","","","","","","","","",""
"Staten Island, NY 10314, USA","40.5773669","-74.18616159999999","northeast","40.57871672989272","-74.18481177010727","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","7c3bb99c8b81313aed1f6e478f55d51cfc93c9d1","Freshkills Park","","3006","<a href=""https://maps.google.com/maps/contrib/113479490243076428448/photos"">Eve Mosher</a>","CmRaAAAAqa_3mJid7ZXyiok7HzeM__c4wcFOeuCEkiLIT0NgtLFVKCJb7_Bd1QP-q6lEQrz1v1iz6gCDa6zwbhv8HJp-iBGGR0AWX1TAYeLl9GxolJMBzniV_xoE2Si-diefstyWEhCjiNLhiyLflWauR2D9Q55CGhRW679eKgrvQ3fX3o3XY6FJ9SMGbA","5344","ChIJt5Y1K3xLwokRcrFMDAs6WGo","HRG7+WG New York","87G7HRG7+WG","","3.8","ChIJt5Y1K3xLwokRcrFMDAs6WGo","park","point_of_interest","establishment","",""
"","","","southwest","40.57601707010728","-74.18751142989271","","","","","","","","","","","","","","","","","","",""
"8 Beach St, New York, NY 10013, USA","40.72019040000001","-74.005545","northeast","40.72147902989273","-74.00424747010729","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","de0fe4b2c12856dd22b4fef8db36ed442871e608","Tribeca Park","True","2604","<a href=""https://maps.google.com/maps/contrib/100630559546464684918/photos"">A Google User</a>","CmRaAAAAXnHrOXlbbE9gU1Ekm715YaAQc5TOBIa45iRfOntaGBouHb9vukv1QF1d3ph0lGAVvgAnnmazFZBzF95fNumWKgrE6UCoDy9RxBMkj_H4rp_lQW1K0SfkBrgbtRMPG8lyEhBA-_7Q4VNaQcgQZ2iYnwMfGhRkrw_rh3r9cI29WMPIlaTnsdE87Q","3906","ChIJFVr4xopZwokRXbYt0DfWPoU","PXCV+3Q New York","87G7PXCV+3Q","1","4.4","ChIJFVr4xopZwokRXbYt0DfWPoU","park","point_of_interest","establishment","",""
"","","","southwest","40.71877937010728","-74.00694712989272","","","","","","","","","","","","","","","","","","",""
"910 Gresham Rd, Brooklyn, NY 11231, USA","40.6854942","-74.02597279999999","northeast","40.68669702989272","-74.02437152010727","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","6396548ac71a1bc5ff465659a97915f19acf2f63","Governors Island Picnic Point","False","3096","<a href=""https://maps.google.com/maps/contrib/105082878858616871547/photos"">Marc Pagan</a>","CmRaAAAAaET6ITU5keFORwieSSnua6rJxSj-7zJXxBBGkXyC_Fg4tLwybHE-x8HtKXEeIlxAsKvRK6nNTIl4sXb0XjXk4Jv0zxiYCUZQ1QVU5Ika2B3s7LcsUUDeHuRDed9LVCHQEhAFsHEEou78yIXbx0gZann1GhTYO0ZP_F1WgEP5LJS5qE3OHdf1bg","4128","ChIJozrGZ2VawokRhCYCtqZjo2E","MXPF+5J New York","87G7MXPF+5J","","4.7","ChIJozrGZ2VawokRhCYCtqZjo2E","park","point_of_interest","establishment","",""
"","","","southwest","40.68399737010728","-74.02707117989272","","","","","","","","","","","","","","","","","","",""
"397 FDR Dr., New York, NY 10002, USA","40.7116965","-73.9796972","northeast","40.71304632989272","-73.97834737010727","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","9e7ae898ce4397465990c8d0dac7537dcf084aa1","Corlears Hook Park","","3024","<a href=""https://maps.google.com/maps/contrib/117892759767532258193/photos"">Kris S</a>","CmRaAAAA0Qmi_63qm7tynwInVPin-zD52lcijbCvmC6v7cYzunGOR8GUuAGqZvWy4eckkFugY93O0N75c_ZeEDzzmPuvl2sJRiAMxMKZ0VvIF_rTDacyELut336et4XU1MaL6xr0EhCt4dTiz5ITSV2iZ6eral6iGhTk7XTKk0Snes042MC96eK_Id1aZg","4032","ChIJbZSkRNRbwokRdMAaOge7PUU","P26C+M4 New York","87G8P26C+M4","","4.2","ChIJbZSkRNRbwokRdMAaOge7PUU","park","point_of_interest","establishment","",""
"","","","southwest","40.71034667010728","-73.98104702989272","","","","","","","","","","","","","","","","","","",""
"1st Avenue &, E 35th St, New York, NY 10016, United States","40.7451124","-73.9736293","northeast","40.74631282989272","-73.97239042010727","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","182780cb7a5a8f32d24144915e3e777bf4e517e5","St. Vartan Park","True","2988","<a href=""https://maps.google.com/maps/contrib/112155913579270104700/photos"">Samat Inyop</a>","CmRaAAAA1htTpE0DaYJAvweVHJmMB6o1GTsZISE_7SxXaO6z67k_lqR2q6UJ0NmdZjZSBe2fDNovLJyrqUAXPbBdFO6mLeZltl45IYGCkHrjcx_J5nD_P32M-zWrNThmUpR8_Z7WEhCXSqcuSdbzeIw0hVkfapQ4GhTGPbFzBDiP_SJHyez9tD2lNDWaNQ","5312","ChIJ61QpcwVZwokRKRSfanl07Ro","P2WG+2G New York","87G8P2WG+2G","","4.2","ChIJ61QpcwVZwokRKRSfanl07Ro","park","point_of_interest","establishment","",""
"","","","southwest","40.74361317010728","-73.97509007989271","","","","","","","","","","","","","","","","","","",""
